Time
1e-20
9.258836684100001e-10
2.3787360282e-08
1.4425864185999998e-07
8.0934135044e-07
2.1807279698e-06
7.7605522633e-06
1.6400810447000003e-05
2.6363544974000004e-05
3.9484016694e-05
5.6007031998e-05
7.8723204538e-05
0.00010644134183000001
0.00014347610342
0.00018911395708000003
0.00024351196869999998
0.00031608532915000003
0.00040133384238999996
0.00050681160974
0.00062657991089
0.0007756259694900001
0.0009427946364200001
0.0011346400606
0.0014376078780999999
0.0018512666901
0.0024654245583000003
0.0033908240654
0.0043212760836
0.0052575344276
0.0061985347757
0.0071432733045
0.0080913264088
0.009042561763100001
0.0099969593537
0.01095455611
0.01191544836
0.012879818801
0.013849614769
0.01580598162
0.022222961686
0.039024933231
0.058811954318
0.078727560411
0.09895381329099999
0.12074451474000002
0.20436906879
0.40808674848
0.62842947034
0.7968804598400001
0.9734499571300002
1.3424188362
4.5220594707
6.4088337245
9.6160704228
13.566664417
16.897158839
19.249576182000002
23.884183932
27.83003179
29.707996776
34.264353435000004
38.615671084
40.972967159
53.200082004
130.44928020999998
238.27253437000002
467.56320666000005
734.1756733699999
1012.7644094999999
1327.6735122
1636.456557
1967.2436192
2418.4256149
2690.4325411
2965.7917466
3263.3183757
3707.5708559
5171.2534326
5913.678765600001
6723.855538899999
8292.9522755
10267.961331999999
12415.871955
24954.891053
39842.108273
55394.739897
73956.610967
96251.100913
163164.71062
250561.98624
365265.50619
512039.39113
698981.40031
907520.07238
1138336.7075
1380135.6352000001
1627804.3909
1878916.4108
2131806.1247
2384150.7821
2631607.5554
2867363.8660999998
3085157.7597
3296489.2374
3535106.2572
3771776.2519
4036940.2611
4315392.1850000005
4643417.7265
5114498.234
5668103.0693
6389548.0059
7353707.3366
8613954.6046
10065652.026
11511904.297
12959550.280000001
14408489.301
15858535.325000001
17309558.133
18771301.362999998
20660000.167999998
26371552.623
35544916.467
56314959.180999994
85664989.713
103728979.49
195394923.23000002
349627132.66
478208176.18
605630420.65
744754124.21
872251864.87
993740336.94
1169770915.8
1406132627.8999999
2041401500.5000002
3294932817.7999997
4084369401.9
5304439489.9
6947321455.1
7897936474.4
8934832793.0
9939522207.1
11012449529.0
12180210060.0
13470886326.0
15813006905.0
19204460306.0
25330782333.0
32215963162.0
39131550470.0
46077923733.0
55516106770.0
68372108165.0
96779290732.0
132290418690.0
172855229580.0
237137793750.0
303413058180.0
380358072480.0
467046976720.0
559275655840.0
648471053460.0
740697534390.0
852300058970.0
910025019030.0
1045872955900.0
1200840623200.0
1326602393700.0
1459802048300.0
1588158799500.0
1762486910400.0
1985805256300.0
2224908778500.0
2521124038600.0
2738428695800.0
2994391784900.0
3204619947500.0
3329204282300.0
3475317620600.0
3589424582200.0
3761641956600.0
3965888913300.0
4155382262300.0
4331080733500.0005
4493836632700.0
4634725088700.0
4783985752800.0
4914451339500.0
5021080057500.0
5125732669100.0
5204963814800.0
5283943934500.0
5339849955000.0
5385172177600.0
5423530477900.0
5462565322500.0
5493174256400.0
5522585793400.0
5549585492600.0
5570752916500.0
5590876472600.0
5607749047500.0
5621535360500.0
5633544039500.0
5644305258600.0
5653112424300.0
5661375808100.0
5669403541800.0
5677349997500.0
5685387065600.0
5693446798500.0
5699491301800.0
5704003973900.0
5707595932300.0
5710418363700.0
5712763802500.0
5715185893200.0
5719280073200.0
5723518877900.0
